,triage_type,duration,env_LV INT-Plaform,env_LV-QA,env_LV-REG,browser_chrome,error_type_code error,error_type_element not found,error_type_execution environment issue,error_type_network issue,error_type_other,error_type_suspect bug
6,Data Issue,0.22822580645161292,0,1,0,1,0,1,0,0,0,0
7,Other,0.997229916897507,0,1,0,1,0,1,0,0,0,0
8,Other,0.997229916897507,0,1,0,1,0,1,0,0,0,0
9,Other,0.9975903614457832,0,1,0,1,0,1,0,0,0,0
10,Other,0.9946236559139785,0,1,0,1,0,0,0,0,0,1
11,Other,0.9980879541108987,0,1,0,1,0,1,0,0,0,0
12,Other,0.9980879541108987,0,1,0,1,0,0,0,0,0,1
13,Other,0.9947643979057592,0,1,0,1,0,1,0,0,0,0
14,Other,0.9953271028037384,0,1,0,1,0,1,0,0,0,0
15,Other,0.9972826086956522,0,1,0,1,0,0,0,0,0,1
19,Product Error,-2.098314606741573,0,1,0,1,0,0,0,0,0,1
20,Data Issue,-0.42272727272727273,0,1,0,1,0,0,0,0,0,1
115,Product Error,-0.4993983152827918,0,0,1,1,0,0,0,0,0,1
116,Product Error,-0.3758620689655172,0,0,1,1,0,0,0,0,0,1
117,Product Error,-2.1514285714285712,0,0,1,1,0,0,0,0,0,1
197,Product Error,-0.43577981651376146,0,0,1,1,0,1,0,0,0,0
198,Product Error,0.17293233082706766,0,0,1,1,0,1,0,0,0,0
199,Not in Branch,0.5425531914893617,0,0,1,1,0,1,0,0,0,0
247,Product Error,0.41363636363636364,0,0,1,1,0,1,0,0,0,0
248,Dynamic Issue,0.14661949685534592,0,0,1,1,0,1,0,0,0,0
265,Dynamic Issue,-0.05944055944055944,0,0,1,1,0,1,0,0,0,0
266,Dynamic Issue,-0.05944055944055944,0,0,1,1,0,1,0,0,0,0
267,Dynamic Issue,-0.05944055944055944,0,0,1,1,0,1,0,0,0,0
268,Dynamic Issue,0.36929460580912865,0,0,1,1,0,1,0,0,0,0
269,Product Error,0.21341463414634146,0,0,1,1,0,1,0,0,0,0
270,Product Error,0.5416436845008273,0,0,1,1,0,1,0,0,0,0
271,Product Error,0.5416436845008273,0,0,1,1,0,1,0,0,0,0
272,Product Error,0.5416436845008273,0,0,1,1,0,0,0,0,1,0
273,Product Error,0.6629107981220658,0,0,1,1,0,1,0,0,0,0
274,Product Error,0.6629107981220658,0,0,1,1,0,1,0,0,0,0
275,Product Error,0.6629107981220658,0,0,1,1,0,1,0,0,0,0
276,Product Error,0.6629107981220658,0,0,1,1,0,1,0,0,0,0
277,Product Error,0.8586956521739131,0,0,1,1,0,1,0,0,0,0
278,Product Error,0.8586956521739131,0,0,1,1,0,0,0,0,0,1
323,Environment Error,0.17886178861788618,0,0,1,1,0,1,0,0,0,0
324,Environment Error,0.5,0,0,1,1,0,1,0,0,0,0
325,Dynamic Issue,-0.0345821325648415,0,0,1,1,0,1,0,0,0,0
326,Dynamic Issue,-0.0345821325648415,0,0,1,1,0,1,0,0,0,0
327,Dynamic Issue,-0.0345821325648415,0,0,1,1,0,1,0,0,0,0
328,Dynamic Issue,0.06866952789699571,0,0,1,1,0,0,0,0,0,1
329,Dynamic Issue,0.056074766355140186,0,0,1,1,0,1,0,0,0,0
405,Environment Error,0.44871794871794873,0,0,1,1,0,1,0,0,0,0
406,Product Error,0.10691421254801536,0,0,1,1,0,1,0,0,0,0
407,Product Error,0.10691421254801536,0,0,1,1,0,1,0,0,0,0
408,Product Error,0.10691421254801536,0,0,1,1,0,1,0,0,0,0
409,Product Error,0.10691421254801536,0,0,1,1,0,1,0,0,0,0
410,Product Error,0.3244567865,0,0,1,1,0,1,0,0,0,0
411,Dynamic Issue,-0.16181229773462782,0,0,1,1,0,1,0,0,0,0
412,Dynamic Issue,-0.16181229773462782,0,0,1,1,0,1,0,0,0,0
413,Dynamic Issue,-0.16181229773462782,0,0,1,1,0,1,0,0,0,0
414,Dynamic Issue,-0.13020833333333334,0,0,1,1,0,0,0,0,0,1
484,Not Ready,0.3761904761904762,0,0,1,1,0,1,0,0,0,0
485,Not Ready,0.5040322580645161,0,0,1,1,0,1,0,0,0,0
486,Not Ready,0.4166666666666667,0,0,1,1,0,1,0,0,0,0
487,Not Ready,0.297029702970297,0,0,1,1,0,1,0,0,0,0
488,Product Error,-0.08857395925597875,0,0,1,1,0,0,0,0,0,1
489,Product Error,-0.08857395925597875,0,0,1,1,0,0,0,0,0,1
490,Product Error,-0.05776892430278884,0,0,1,1,0,0,0,0,0,1
491,Product Error,-0.05776892430278884,0,0,1,1,0,0,0,0,0,1
492,Product Error,0.09852216748768473,0,0,1,1,0,0,0,0,0,1
493,Product Error,-0.010810810810810811,0,0,1,1,0,0,0,0,0,1
494,Product Error,0.13856812933025403,0,0,1,1,0,0,0,0,0,1
495,Product Error,-0.040106951871657755,0,0,1,1,0,0,0,0,0,1
496,Product Error,-0.15952890792291222,0,0,1,1,0,1,0,0,0,0
497,Environment Error,0.42410714285714285,0,0,1,1,0,1,0,0,0,0
551,,0.9949748743718593,0,1,0,1,0,0,0,0,0,1
599,Product Error,0.1800595238095238,0,0,1,1,0,1,0,0,0,0
604,Product Error,0.1082529474812433,0,0,1,1,0,1,0,0,0,0
605,Product Error,-0.10773026315789473,0,0,1,1,0,1,0,0,0,0
606,Product Error,-0.28615702479338845,0,0,1,1,0,1,0,0,0,0
607,Product Error,-0.23348519362186787,0,0,1,1,0,1,0,0,0,0
608,Environment Error,0.38571428571428573,0,0,1,1,0,1,0,0,0,0
713,Product Error,0.11864406779661017,0,0,1,1,0,1,0,0,0,0
714,Product Error,-0.06566455696202532,0,0,1,1,0,1,0,0,0,0
715,Product Error,-0.26782077393075354,0,0,1,1,0,1,0,0,0,0
716,Product Error,-0.1901098901098901,0,0,1,1,0,1,0,0,0,0
717,Environment Error,0.5612244897959183,0,0,1,1,0,1,0,0,0,0
730,Product Change,0.018138801261829655,0,0,1,1,0,1,0,0,0,0
731,Product Error,-0.1875,0,0,1,1,0,1,0,0,0,0
732,Dynamic Issue,0.5257352941176471,0,0,1,1,0,1,0,0,0,0
854,Dynamic Issue,0.7185539782106306,0,0,1,1,0,0,0,0,1,0
855,Dynamic Issue,0.7185539782106306,0,0,1,1,0,0,0,0,1,0
856,Dynamic Issue,0.5135135135135135,0,0,1,1,0,0,0,0,1,0
857,Product Change,0.015463917525773196,0,0,1,1,0,0,0,0,1,0
858,Not Ready,-0.574468085106383,0,0,1,1,1,0,0,0,0,0
859,Not Ready,0.052083333333333336,0,0,1,1,0,0,1,0,0,0
860,Not Ready,-0.48412698412698413,0,0,1,1,0,0,1,0,0,0
861,Product Error,-0.07654075546719682,0,0,1,1,0,1,0,0,0,0
862,Not Ready,0.3788167938931298,0,0,1,1,0,1,0,0,0,0
863,Not Ready,0.3788167938931298,0,0,1,1,0,1,0,0,0,0
864,Not Ready,0.3788167938931298,0,0,1,1,0,1,0,0,0,0
865,Not Ready,0.3788167938931298,0,0,1,1,0,1,0,0,0,0
866,Not Ready,0.3788167938931298,0,0,1,1,0,1,0,0,0,0
867,Not Ready,0.3788167938931298,0,0,1,1,0,1,0,0,0,0
868,Not Ready,0.3788167938931298,0,0,1,1,0,1,0,0,0,0
869,Not Ready,-0.09846547314578005,0,0,1,1,0,1,0,0,0,0
870,Not Ready,-0.09846547314578005,0,0,1,1,0,1,0,0,0,0
871,Not Ready,-0.09846547314578005,0,0,1,1,0,1,0,0,0,0
980,Environment Error,0.3010471204188482,0,0,1,1,0,1,0,0,0,0
981,Environment Error,0.7173408488063661,0,0,1,1,0,0,0,0,1,0
982,Environment Error,0.7173408488063661,0,0,1,1,0,0,0,0,1,0
983,Environment Error,0.5566502463054187,0,0,1,1,0,0,0,0,1,0
984,Product Error,-0.11880165289256199,0,0,1,1,0,1,0,0,0,0
985,Product Error,-1.4731543624161074,0,0,1,1,0,1,0,0,0,0
986,Other,0.07774001699235344,0,0,1,1,0,0,0,0,0,1
987,Other,0.07659574468085106,0,0,1,1,0,1,0,0,0,0
988,Other,0.07659574468085106,0,0,1,1,0,1,0,0,0,0
989,Other,0.07659574468085106,0,0,1,1,0,1,0,0,0,0
990,Other,0.07659574468085106,0,0,1,1,0,1,0,0,0,0
991,Other,0.07659574468085106,0,0,1,1,0,1,0,0,0,0
992,Other,0.07659574468085106,0,0,1,1,0,1,0,0,0,0
993,Other,0.07659574468085106,0,0,1,1,0,1,0,0,0,0
994,Other,-0.24492753623188407,0,0,1,1,0,1,0,0,0,0
995,Other,-0.24492753623188407,0,0,1,1,0,1,0,0,0,0
996,Other,-0.24492753623188407,0,0,1,1,0,1,0,0,0,0
997,Product Change,-0.026525198938992044,0,0,1,1,0,0,0,0,0,1
1009,Data Issue,0.16712328767123288,0,1,0,1,0,1,0,0,0,0
1010,Data Issue,0.16712328767123288,0,1,0,1,0,1,0,0,0,0
1011,Not in Branch,0.9977678571428571,0,1,0,1,0,1,0,0,0,0
1012,Not in Branch,0.9977678571428571,0,1,0,1,0,1,0,0,0,0
1013,Not in Branch,0.9977678571428571,0,1,0,1,0,1,0,0,0,0
1014,Not in Branch,0.9956896551724138,0,1,0,1,0,1,0,0,0,0
1015,Not in Branch,0.9956896551724138,0,1,0,1,0,1,0,0,0,0
1016,Not in Branch,0.994413407821229,0,1,0,1,0,1,0,0,0,0
1017,Dynamic Issue,-9.81578947368421,0,1,0,1,0,0,0,0,1,0
1018,Dynamic Issue,-9.81578947368421,0,1,0,1,0,0,0,0,1,0
1019,Dynamic Issue,-9.81578947368421,0,1,0,1,0,0,0,0,1,0
1020,Environment Error,-0.7130434782608696,0,1,0,1,0,1,0,0,0,0
1021,Environment Error,-0.7130434782608696,0,1,0,1,0,0,0,0,0,1
1022,Environment Error,-1.7701149425287357,0,1,0,1,0,1,0,0,0,0
1023,Dynamic Issue,-0.43089430894308944,0,1,0,1,0,1,0,0,0,0
1024,Dynamic Issue,-0.43089430894308944,0,1,0,1,0,1,0,0,0,0
1025,Dynamic Issue,-0.43089430894308944,0,1,0,1,0,1,0,0,0,0
1026,Environment Error,-0.0802675585284281,0,1,0,1,0,1,0,0,0,0
1027,Environment Error,-0.0802675585284281,0,1,0,1,0,0,1,0,0,0
1028,Not in Branch,0.99644128113879,0,1,0,1,0,1,0,0,0,0
1029,Data Issue,0.20164348925410872,0,1,0,1,0,1,0,0,0,0
1030,Data Issue,0.20164348925410872,0,1,0,1,0,1,0,0,0,0
1031,Data Issue,0.20164348925410872,0,1,0,1,0,1,0,0,0,0
1032,Data Issue,0.16195856873822975,0,1,0,1,0,1,0,0,0,0
1033,Data Issue,0.16195856873822975,0,1,0,1,0,1,0,0,0,0
1034,Data Issue,0.23443223443223443,0,1,0,1,0,1,0,0,0,0
1035,Product Error,0.1282051282051282,0,1,0,1,0,0,0,0,0,1
1036,Environment Error,-0.029589371980676328,0,1,0,1,0,0,0,0,0,1
1037,Environment Error,-0.029589371980676328,0,1,0,1,0,0,0,0,0,1
1038,Environment Error,-0.029589371980676328,0,1,0,1,0,0,0,0,0,1
1039,Environment Error,-11.894396551724139,0,1,0,1,0,0,1,0,0,0
1040,Environment Error,-11.894396551724139,0,1,0,1,0,0,1,0,0,0
1041,Environment Error,-11.894396551724139,0,1,0,1,0,0,1,0,0,0
1042,Environment Error,-11.894396551724139,0,1,0,1,0,0,1,0,0,0
1043,Environment Error,-8.890196078431373,0,1,0,1,0,0,1,0,0,0
1044,Environment Error,-8.890196078431373,0,1,0,1,0,0,1,0,0,0
1045,Environment Error,-8.890196078431373,0,1,0,1,0,0,1,0,0,0
1046,Environment Error,-8.890196078431373,0,1,0,1,0,0,1,0,0,0
1047,Environment Error,-1.336,0,1,0,1,0,1,0,0,0,0
1048,Environment Error,-1.336,0,1,0,1,0,1,0,0,0,0
1049,Environment Error,-1.336,0,1,0,1,0,1,0,0,0,0
1050,Environment Error,-1.336,0,1,0,1,0,1,0,0,0,0
1051,Environment Error,-13.551282051282051,0,1,0,1,0,0,0,0,1,0
1052,Environment Error,-13.551282051282051,0,1,0,1,0,0,1,0,0,0
1053,Environment Error,-13.551282051282051,0,1,0,1,0,0,1,0,0,0
1054,Environment Error,-20.66346153846154,0,1,0,1,1,0,0,0,0,0
1055,Environment Error,-20.66346153846154,0,1,0,1,1,0,0,0,0,0
1056,Environment Error,-20.66346153846154,0,1,0,1,1,0,0,0,0,0
1057,Environment Error,-10.646153846153846,0,1,0,1,0,0,1,0,0,0
1058,Environment Error,-10.646153846153846,0,1,0,1,0,0,1,0,0,0
1059,Environment Error,-10.646153846153846,0,1,0,1,0,0,1,0,0,0
1060,Environment Error,-9.62093023255814,0,1,0,1,0,0,1,0,0,0
1061,Environment Error,-9.62093023255814,0,1,0,1,0,0,1,0,0,0
1062,Environment Error,-9.62093023255814,0,1,0,1,0,0,1,0,0,0
1063,Environment Error,-22.838541666666668,0,1,0,1,1,0,0,0,0,0
1064,Environment Error,-22.838541666666668,0,1,0,1,1,0,0,0,0,0
1065,Environment Error,-22.838541666666668,0,1,0,1,1,0,0,0,0,0
1066,Environment Error,-16.6328125,0,1,0,1,0,0,0,0,1,0
1067,Environment Error,-16.6328125,0,1,0,1,0,0,1,0,0,0
1068,Environment Error,-16.6328125,0,1,0,1,0,0,0,0,1,0
1069,Environment Error,-1.1889128094725512,0,1,0,1,0,1,0,0,0,0
1070,Environment Error,-1.1889128094725512,0,1,0,1,0,1,0,0,0,0
1071,Environment Error,-1.1889128094725512,0,1,0,1,0,1,0,0,0,0
1072,Environment Error,-1.1889128094725512,0,1,0,1,0,1,0,0,0,0
1073,Environment Error,-0.7378318584070797,0,1,0,1,0,1,0,0,0,0
1074,Environment Error,-0.7378318584070797,0,1,0,1,0,0,0,0,0,1
1075,Environment Error,-0.7378318584070797,0,1,0,1,0,1,0,0,0,0
1076,Environment Error,-0.7378318584070797,0,1,0,1,0,1,0,0,0,0
1077,Environment Error,-7.859154929577465,0,1,0,1,0,0,1,0,0,0
1078,Environment Error,-7.859154929577465,0,1,0,1,0,0,1,0,0,0
1079,Environment Error,-13.458823529411765,0,1,0,1,1,0,0,0,0,0
1080,Environment Error,-13.458823529411765,0,1,0,1,1,0,0,0,0,0
1081,Environment Error,-8.240601503759398,0,1,0,1,0,0,1,0,0,0
1082,Environment Error,-8.240601503759398,0,1,0,1,0,0,1,0,0,0
1083,Environment Error,-21.030434782608694,0,1,0,1,1,0,0,0,0,0
1084,Environment Error,-21.030434782608694,0,1,0,1,1,0,0,0,0,0
1085,Environment Error,-21.030434782608694,0,1,0,1,1,0,0,0,0,0
1086,Environment Error,-21.030434782608694,0,1,0,1,1,0,0,0,0,0
1087,Environment Error,-10.286343612334802,0,1,0,1,0,0,1,0,0,0
1088,Environment Error,-10.286343612334802,0,1,0,1,0,0,1,0,0,0
1089,Environment Error,-10.286343612334802,0,1,0,1,0,0,1,0,0,0
1090,Environment Error,-10.286343612334802,0,1,0,1,0,0,1,0,0,0
1091,Environment Error,-1.103932584269663,0,1,0,1,0,1,0,0,0,0
1113,Product Error,0.26666666666666666,0,0,1,1,0,1,0,0,0,0
1114,Environment Error,0.5488721804511278,0,0,1,1,0,0,0,0,1,0
1115,Product Error,0.3819548872180451,0,0,1,1,0,1,0,0,0,0
1116,Product Error,0.3819548872180451,0,0,1,1,0,1,0,0,0,0
1117,Dynamic Issue,0.09210526315789473,0,0,1,1,1,0,0,0,0,0
1118,Product Error,-0.01594746716697936,0,0,1,1,0,1,0,0,0,0
1119,Product Error,-1.408496732026144,0,0,1,1,0,1,0,0,0,0
1120,Product Error,0.04968383017163505,0,0,1,1,0,1,0,0,0,0
1121,Dynamic Issue,0.1493212669683258,0,0,1,1,0,1,0,0,0,0
1122,Dynamic Issue,0.1493212669683258,0,0,1,1,0,1,0,0,0,0
1123,Dynamic Issue,0.1493212669683258,0,0,1,1,0,1,0,0,0,0
1124,Dynamic Issue,0.1493212669683258,0,0,1,1,0,0,0,0,1,0
1125,Dynamic Issue,0.14902852418354692,0,0,1,1,0,0,0,0,1,0
1338,Script Issue,-0.22686832740213522,0,0,1,1,0,1,0,0,0,0
1339,Environment Error,-1.3396226415094339,0,0,1,1,0,0,1,0,0,0
1340,Environment Error,-0.8274193548387097,0,0,1,1,0,0,0,0,1,0
1341,Environment Error,0.5437262357414449,0,0,1,1,0,0,0,0,1,0
1342,Dynamic Issue,0.10379241516966067,0,0,1,1,0,1,0,0,0,0
1343,Product Change,0.579324462640737,0,0,1,1,0,1,0,0,0,0
1344,Product Error,-0.03142857142857143,0,0,1,1,0,1,0,0,0,0
1345,Product Error,-1.2607361963190185,0,0,1,1,0,1,0,0,0,0
1346,Environment Error,0.15873015873015872,0,0,1,1,0,0,0,0,0,1
1347,Dynamic Issue,0.02952029520295203,0,0,1,1,0,1,0,0,0,0
1348,Dynamic Issue,0.6388074291300098,0,0,1,1,0,0,0,0,1,0
1349,Dynamic Issue,0.6388074291300098,0,0,1,1,0,0,0,0,1,0
1350,Dynamic Issue,0.5488599348534202,0,0,1,1,0,0,0,0,1,0
1351,Dynamic Issue,0.5438034188034188,0,0,1,1,0,0,0,0,1,0
1352,Dynamic Issue,0.7453519256308101,0,0,1,1,0,0,0,0,1,0
1353,Dynamic Issue,0.31954887218045114,0,0,1,1,0,0,0,0,1,0
1354,Dynamic Issue,0.3708609271523179,0,0,1,1,0,0,0,0,1,0
1355,Dynamic Issue,0.03170955882352941,0,0,1,1,0,1,0,0,0,0
1484,Environment Error,0.7450738916256158,0,0,1,1,0,1,0,0,0,0
1485,Environment Error,0.7450738916256158,0,0,1,1,0,0,0,0,0,1
1486,Environment Error,0.7450738916256158,0,0,1,1,0,0,0,0,1,0
1507,Product Error,-0.41015625,0,0,1,1,0,1,0,0,0,0
1508,Environment Error,-3.036,0,0,1,1,0,0,0,0,0,1
1509,Environment Error,-3.026086956521739,0,0,1,1,0,0,0,0,0,1
1510,Product Error,-4.5,0,0,1,1,0,1,0,0,0,0
1511,Environment Error,-1.0630252100840336,0,0,1,1,0,0,1,0,0,0
1512,Environment Error,-0.5425055928411633,0,0,1,1,0,0,0,1,0,0
1513,Environment Error,-0.20155038759689922,0,0,1,1,0,0,0,0,0,1
1514,Environment Error,-2.048780487804878,0,0,1,1,0,0,0,1,0,0
1515,Environment Error,-2.048780487804878,0,0,1,1,0,0,0,1,0,0
1516,Environment Error,-0.3283898305084746,0,0,1,1,0,0,0,1,0,0
1517,Environment Error,0.029069767441860465,0,0,1,1,0,0,1,0,0,0
1518,Environment Error,-0.3190854870775348,0,0,1,1,0,0,0,1,0,0
1519,Environment Error,-0.1443850267379679,0,0,1,1,0,0,1,0,0,0
1520,Environment Error,0.2785571142284569,0,0,1,1,0,1,0,0,0,0
1544,Environment Error,-0.21562809099901087,0,0,1,1,0,0,1,0,0,0
1545,Environment Error,-0.21562809099901087,0,0,1,1,0,0,0,1,0,0
1546,Environment Error,-0.10306406685236769,0,0,1,1,0,0,0,1,0,0
1547,Environment Error,0.6376146788990825,0,0,1,1,0,0,0,1,0,0
1548,Environment Error,-0.023746701846965697,0,0,1,1,0,0,0,1,0,0
1680,Environment Error,-0.47474747474747475,0,0,1,1,0,1,0,0,0,0
1681,Environment Error,-0.3637254901960784,0,0,1,1,0,0,0,0,1,0
1682,Product Error,-0.35976505139500736,0,0,1,1,0,1,0,0,0,0
1683,Product Error,-0.35976505139500736,0,0,1,1,0,1,0,0,0,0
1684,Product Error,-0.3354531001589825,0,0,1,1,0,1,0,0,0,0
1685,Product Error,-0.3354531001589825,0,0,1,1,0,1,0,0,0,0
1686,Dynamic Issue,-1.641025641025641,0,0,1,1,0,1,0,0,0,0
1687,Product Error,-5.464912280701754,0,0,1,1,0,1,0,0,0,0
1688,Dynamic Issue,-5.2894736842105265,0,0,1,1,0,0,1,0,0,0
1689,Not Ready,-2.6136363636363638,0,0,1,1,0,0,0,0,0,1
1690,Product Change,-2.4789915966386555,0,0,1,1,0,0,0,0,1,0
1691,Product Change,-2.4789915966386555,0,0,1,1,0,0,0,0,1,0
2060,Product Error,-0.547486033519553,0,0,1,1,0,0,0,0,0,1
2061,Product Error,-0.08333333333333333,0,0,1,1,0,0,0,0,0,1
2062,Product Error,-0.08333333333333333,0,0,1,1,0,0,0,0,0,1
2063,Product Error,-0.25597269624573377,0,0,1,1,0,0,0,0,0,1
2064,Dynamic Issue,-0.5700447093889717,0,0,1,1,0,1,0,0,0,0
2065,Dynamic Issue,0.9491683145283238,0,0,1,1,0,0,0,0,1,0
2066,Dynamic Issue,-0.3146067415730337,0,0,1,1,0,1,0,0,0,0
2067,Product Error,-5.245762711864407,0,0,1,1,0,1,0,0,0,0
2068,Not in Branch,-2.0,0,0,1,1,0,0,0,0,0,1
2069,Dynamic Issue,-0.4044943820224719,0,0,1,1,0,1,0,0,0,0
2070,Dynamic Issue,0.46956521739130436,0,0,1,1,0,1,0,0,0,0
2071,Dynamic Issue,0.24704336399474375,0,0,1,1,0,1,0,0,0,0
2072,Product Change,0.08588957055214724,0,0,1,1,0,0,0,0,1,0
2241,Environment Error,-2.018651362984218,0,0,1,1,0,1,0,0,0,0
2242,Environment Error,-2.018651362984218,0,0,1,1,0,1,0,0,0,0
2243,Environment Error,-2.018651362984218,0,0,1,1,0,1,0,0,0,0
2244,Environment Error,-2.018651362984218,0,0,1,1,0,0,0,0,1,0
2245,Environment Error,-2.018651362984218,0,0,1,1,0,1,0,0,0,0
2246,Environment Error,-2.018651362984218,0,0,1,1,0,1,0,0,0,0
2247,Environment Error,-2.018651362984218,0,0,1,1,0,1,0,0,0,0
2248,Product Error,-0.39663865546218485,0,0,1,1,1,0,0,0,0,0
2249,Product Error,-0.39663865546218485,0,0,1,1,0,1,0,0,0,0
2250,Product Error,-0.2596491228070175,0,0,1,1,1,0,0,0,0,0
2251,Product Error,-0.2596491228070175,0,0,1,1,0,1,0,0,0,0
2252,Environment Error,-0.5561299852289513,0,0,1,1,0,0,0,0,1,0
2253,Environment Error,-0.5561299852289513,0,0,1,1,0,0,0,0,1,0
2254,Environment Error,-0.5017182130584192,0,0,1,1,0,1,0,0,0,0
2255,Product Error,-4.6692307692307695,0,0,1,1,0,1,0,0,0,0
2256,Not Ready,-0.6736842105263158,0,0,1,1,0,0,0,0,0,1
2257,Dynamic Issue,-1.5510204081632653,0,0,1,1,0,0,1,0,0,0
2423,Environment Error,-0.3587385019710907,0,0,1,1,0,1,0,0,0,0
2424,Product Error,-0.47151898734177217,0,0,1,1,0,1,0,0,0,0
2425,Product Error,-0.3318077803203661,0,0,1,1,0,1,0,0,0,0
2426,Environment Error,-0.46522948539638387,0,0,1,1,0,1,0,0,0,0
2427,Product Error,-3.9133333333333336,0,0,1,1,0,1,0,0,0,0
2428,Product Error,-1.8412698412698412,0,0,1,1,0,0,1,0,0,0
2429,Other,-0.9875,0,0,1,1,0,0,0,0,0,1
2597,Environment Error,0.4325343388095879,0,0,1,1,0,1,0,0,0,0
2598,Environment Error,0.4325343388095879,0,0,1,1,0,1,0,0,0,0
2599,Product Error,-4.118055555555555,0,0,1,1,0,1,0,0,0,0
2600,Environment Error,-0.36058263971462545,0,0,1,1,1,0,0,0,0,0
2617,Environment Error,-0.11147362697117999,0,0,1,1,0,1,0,0,0,0
2618,Environment Error,-0.11147362697117999,0,0,1,1,0,1,0,0,0,0
2619,Environment Error,-0.11147362697117999,0,0,1,1,0,1,0,0,0,0
2620,Product Error,-4.190140845070423,0,0,1,1,0,1,0,0,0,0
2732,Environment Error,-0.3027863777089783,0,0,1,1,0,0,0,0,0,1
2733,Environment Error,-0.3027863777089783,0,0,1,1,0,1,0,0,0,0
2734,Environment Error,-0.27418361059765867,0,0,1,1,0,1,0,0,0,0
2735,Environment Error,-0.2759051186017478,0,0,1,1,0,1,0,0,0,0
2736,Environment Error,-0.2759051186017478,0,0,1,1,0,1,0,0,0,0
2737,Environment Error,0.3765743073047859,0,0,1,1,1,0,0,0,0,0
2738,Environment Error,-0.28319123020706455,0,0,1,1,0,1,0,0,0,0
2739,Environment Error,-0.28319123020706455,0,0,1,1,0,1,0,0,0,0
2740,Data Issue,0.6161825726141079,0,0,1,1,0,1,0,0,0,0
2741,Data Issue,0.6161825726141079,0,0,1,1,0,1,0,0,0,0
2742,Product Error,-3.848684210526316,0,0,1,1,0,1,0,0,0,0
2811,Environment Error,-0.36175882744836774,0,0,1,1,0,1,0,0,0,0
2812,Environment Error,-0.36175882744836774,0,0,1,1,0,1,0,0,0,0
2813,Environment Error,-0.4878048780487805,0,0,1,1,0,1,0,0,0,0
2814,Script Issue,0.5092838196286472,0,0,1,1,0,1,0,0,0,0
2815,Product Error,-2.5776699029126213,0,0,1,1,0,1,0,0,0,0
2816,Product Change,-0.5142857142857142,0,0,1,1,0,1,0,0,0,0
2857,Environment Error,-0.1953216374269006,0,0,1,1,0,1,0,0,0,0
2858,Product Error,-1.7296296296296296,0,0,1,1,0,1,0,0,0,0
2859,Not in Branch,-1.1486486486486487,0,0,1,1,0,1,0,0,0,0
3025,Environment Error,-0.07635597682991048,0,0,1,1,0,1,0,0,0,0
3026,Environment Error,-0.35784960422163586,0,0,1,1,0,1,0,0,0,0
3027,Environment Error,-0.35784960422163586,0,0,1,1,0,1,0,0,0,0
3028,Product Change,-6.445652173913044,0,0,1,1,0,0,0,0,1,0
3029,Product Change,-6.445652173913044,0,0,1,1,0,0,0,0,1,0
3030,Product Change,-6.445652173913044,0,0,1,1,0,0,0,0,1,0
3031,Product Change,-6.445652173913044,0,0,1,1,0,0,0,0,1,0
3032,Product Change,-6.445652173913044,0,0,1,1,0,0,0,0,1,0
3033,Environment Error,0.5144356955380578,0,0,1,1,0,1,0,0,0,0
3034,Product Error,-3.6645569620253164,0,0,1,1,0,1,0,0,0,0
3035,Product Change,-0.09598214285714286,0,0,1,1,0,1,0,0,0,0
3226,Data Issue,-17.59090909090909,0,0,1,1,0,0,0,0,1,0
3227,Environment Error,-1.6744186046511629,0,0,1,1,0,1,0,0,0,0
3228,Environment Error,-0.3104325699745547,0,0,1,1,0,0,0,0,0,1
3229,Dynamic Issue,-0.3560371517027864,0,0,1,1,0,1,0,0,0,0
3230,Environment Error,0.351575456053068,0,0,1,1,0,0,0,0,1,0
3231,Product Error,-4.118055555555555,0,0,1,1,0,1,0,0,0,0
3232,Environment Error,-0.08900523560209424,0,0,1,1,0,1,0,0,0,0
3233,Dynamic Issue,0.09514435695538058,0,0,1,1,0,1,0,0,0,0
3234,Environment Error,-1.4538461538461538,0,0,1,1,0,1,0,0,0,0
3235,Not Ready,-0.20175438596491227,0,0,1,1,0,1,0,0,0,0
3432,Environment Error,-0.2553699284009546,0,0,1,1,0,1,0,0,0,0
3433,Environment Error,-0.2926380368098159,0,0,1,1,0,0,1,0,0,0
3434,Dynamic Issue,-1.1055045871559632,0,0,1,1,0,0,1,0,0,0
3435,Data Issue,0.5949464012251149,0,0,1,1,0,0,0,0,0,1
3436,Data Issue,0.5949464012251149,0,0,1,1,0,0,0,0,0,1
3437,Data Issue,0.15789473684210525,0,0,1,1,0,1,0,0,0,0
3438,Data Issue,0.15789473684210525,0,0,1,1,0,1,0,0,0,0
3439,Environment Error,0.05850091407678245,0,0,1,1,0,1,0,0,0,0
3440,Product Error,-4.118055555555555,0,0,1,1,0,1,0,0,0,0
3441,Dynamic Issue,0.0038295038295038295,0,0,1,1,0,0,0,0,1,0
3442,Dynamic Issue,0.11318327974276528,0,0,1,1,0,1,0,0,0,0
3981,Dynamic Issue,-0.3022670025188917,0,0,1,1,0,1,0,0,0,0
3982,Product Change,0.04529616724738676,0,0,1,1,0,0,0,0,0,1
3983,Dynamic Issue,-0.1078167115902965,0,0,1,1,0,1,0,0,0,0
3984,Environment Error,0.01717557251908397,0,0,1,1,0,1,0,0,0,0
3985,Product Error,-4.190140845070423,0,0,1,1,0,1,0,0,0,0
